"PathwayID","gene_expl","gene"
"Pathway 10","dummy_gene_10952","dummy_gene_9990"
"Pathway 10","dummy_gene_10952","dummy_gene_18725"
"Pathway 10","dummy_gene_10952","dummy_gene_2417"
"Pathway 10","dummy_gene_10952","dummy_gene_14719"
"Pathway 10","dummy_gene_10952","dummy_gene_2307"
"Pathway 10","dummy_gene_10952","dummy_gene_2451"
"Pathway 10","dummy_gene_10952","dummy_gene_18737"
"Pathway 10","dummy_gene_10952","dummy_gene_19288"
"Pathway 10","dummy_gene_10952","dummy_gene_18847"
"Pathway 10","dummy_gene_10952","dummy_gene_13970"
"Pathway 10","dummy_gene_10952","dummy_gene_9879"
"Pathway 10","dummy_gene_10952","dummy_gene_14710"
"Pathway 10","dummy_gene_10952","dummy_gene_5123"
"Pathway 10","dummy_gene_10952","dummy_gene_11927"
"Pathway 10","dummy_gene_10952","dummy_gene_14264"
"Pathway 10","dummy_gene_10952","dummy_gene_15718"
"Pathway 10","dummy_gene_10952","dummy_gene_19518"
"Pathway 10","dummy_gene_10952","dummy_gene_4335"
"Pathway 10","dummy_gene_10952","dummy_gene_7350"
"Pathway 10","dummy_gene_10952","dummy_gene_3418"
"Pathway 10","dummy_gene_10952","dummy_gene_19939"
"Pathway 10","dummy_gene_10952","dummy_gene_18366"
"Pathway 10","dummy_gene_10952","dummy_gene_2440"
"Pathway 10","dummy_gene_10952","dummy_gene_15921"
"Pathway 10","dummy_gene_10952","dummy_gene_5368"
"Pathway 10","dummy_gene_10952","dummy_gene_13255"
"Pathway 10","dummy_gene_10952","dummy_gene_17174"
"Pathway 10","dummy_gene_10952","dummy_gene_4368"
"Pathway 10","dummy_gene_10952","dummy_gene_11967"
"Pathway 10","dummy_gene_10952","dummy_gene_2318"
"Pathway 10","dummy_gene_10952","dummy_gene_16005"
"Pathway 10","dummy_gene_10952","dummy_gene_6545"
"Pathway 10","dummy_gene_10952","dummy_gene_2792"
"Pathway 10","dummy_gene_10952","dummy_gene_15914"
"Pathway 10","dummy_gene_10952","dummy_gene_10741"
"Pathway 10","dummy_gene_10952","dummy_gene_5226"
"Pathway 10","dummy_gene_10952","dummy_gene_15466"
"Pathway 10","dummy_gene_10952","dummy_gene_6182"
"Pathway 10","dummy_gene_10952","dummy_gene_16156"
"Pathway 10","dummy_gene_10952","dummy_gene_10152"
"Pathway 10","dummy_gene_10952","dummy_gene_15638"
"Pathway 10","dummy_gene_10952","dummy_gene_16571"
"Pathway 10","dummy_gene_10952","dummy_gene_10077"
"Pathway 10","dummy_gene_10952","dummy_gene_78"
"Pathway 10","dummy_gene_10952","dummy_gene_3541"
"Pathway 10","dummy_gene_10952","dummy_gene_15530"
"Pathway 10","dummy_gene_10952","dummy_gene_6351"
"Pathway 10","dummy_gene_10952","dummy_gene_2024"
"Pathway 10","dummy_gene_10952","dummy_gene_8667"
"Pathway 10","dummy_gene_10952","dummy_gene_7370"
"Pathway 10","dummy_gene_10952","dummy_gene_19721"
"Pathway 10","dummy_gene_10952","dummy_gene_14134"
"Pathway 10","dummy_gene_10952","dummy_gene_18518"
"Pathway 10","dummy_gene_10952","dummy_gene_8686"
"Pathway 10","dummy_gene_10952","dummy_gene_18281"
"Pathway 10","dummy_gene_10952","dummy_gene_10890"
"Pathway 10","dummy_gene_10952","dummy_gene_17208"
"Pathway 10","dummy_gene_10952","dummy_gene_14266"
"Pathway 10","dummy_gene_10952","dummy_gene_8727"
"Pathway 10","dummy_gene_10952","dummy_gene_4749"
"Pathway 10","dummy_gene_10952","dummy_gene_19439"
"Pathway 10","dummy_gene_10952","dummy_gene_11636"
"Pathway 10","dummy_gene_10952","dummy_gene_12628"
"Pathway 10","dummy_gene_10952","dummy_gene_2150"
"Pathway 10","dummy_gene_10952","dummy_gene_11692"
"Pathway 10","dummy_gene_10952","dummy_gene_44"
"Pathway 10","dummy_gene_10952","dummy_gene_10608"
"Pathway 10","dummy_gene_10952","dummy_gene_2697"
"Pathway 10","dummy_gene_10952","dummy_gene_11869"
"Pathway 10","dummy_gene_10952","dummy_gene_17618"
"Pathway 10","dummy_gene_10952","dummy_gene_5749"
"Pathway 10","dummy_gene_10952","dummy_gene_14160"
"Pathway 10","dummy_gene_10952","dummy_gene_12458"
"Pathway 10","dummy_gene_10952","dummy_gene_6605"
"Pathway 10","dummy_gene_10952","dummy_gene_6630"
"Pathway 10","dummy_gene_10952","dummy_gene_15184"
"Pathway 10","dummy_gene_10952","dummy_gene_15291"
"Pathway 10","dummy_gene_10952","dummy_gene_3458"
"Pathway 10","dummy_gene_10952","dummy_gene_11966"
"Pathway 10","dummy_gene_10952","dummy_gene_9917"
"Pathway 10","dummy_gene_10952","dummy_gene_19833"
"Pathway 10","dummy_gene_10952","dummy_gene_10467"
"Pathway 10","dummy_gene_10952","dummy_gene_1932"
"Pathway 10","dummy_gene_10952","dummy_gene_10264"
"Pathway 10","dummy_gene_10952","dummy_gene_6807"
"Pathway 10","dummy_gene_10952","dummy_gene_16644"
"Pathway 10","dummy_gene_10952","dummy_gene_4533"
"Pathway 10","dummy_gene_10952","dummy_gene_14558"
"Pathway 10","dummy_gene_10952","dummy_gene_11946"
"Pathway 10","dummy_gene_10952","dummy_gene_16631"
"Pathway 10","dummy_gene_10952","dummy_gene_2315"
"Pathway 10","dummy_gene_10952","dummy_gene_9501"
"Pathway 10","dummy_gene_10952","dummy_gene_6624"
"Pathway 10","dummy_gene_10952","dummy_gene_6379"
"Pathway 10","dummy_gene_10952","dummy_gene_10001"
"Pathway 10","dummy_gene_10952","dummy_gene_16812"
"Pathway 10","dummy_gene_10952","dummy_gene_17683"
"Pathway 10","dummy_gene_10952","dummy_gene_13439"
"Pathway 10","dummy_gene_10952","dummy_gene_12875"
"Pathway 10","dummy_gene_10952","dummy_gene_10122"
"Pathway 10","dummy_gene_10952","dummy_gene_8260"
"Pathway 10","dummy_gene_10952","dummy_gene_5148"
"Pathway 10","dummy_gene_10952","dummy_gene_1454"
"Pathway 10","dummy_gene_10952","dummy_gene_17678"
"Pathway 10","dummy_gene_10952","dummy_gene_17974"
"Pathway 10","dummy_gene_10952","dummy_gene_3883"
"Pathway 10","dummy_gene_10952","dummy_gene_4877"
"Pathway 10","dummy_gene_10952","dummy_gene_11800"
"Pathway 10","dummy_gene_10952","dummy_gene_9620"
"Pathway 10","dummy_gene_10952","dummy_gene_6864"
"Pathway 10","dummy_gene_10952","dummy_gene_17859"
"Pathway 10","dummy_gene_10952","dummy_gene_15459"
"Pathway 10","dummy_gene_10952","dummy_gene_1836"
"Pathway 10","dummy_gene_10952","dummy_gene_9658"
"Pathway 10","dummy_gene_10952","dummy_gene_12812"
"Pathway 10","dummy_gene_10952","dummy_gene_15681"
"Pathway 10","dummy_gene_10952","dummy_gene_13329"
"Pathway 10","dummy_gene_10952","dummy_gene_9283"
"Pathway 10","dummy_gene_10952","dummy_gene_13883"
"Pathway 10","dummy_gene_10952","dummy_gene_11627"
"Pathway 10","dummy_gene_10952","dummy_gene_19071"
"Pathway 10","dummy_gene_10952","dummy_gene_19044"
"Pathway 10","dummy_gene_10952","dummy_gene_10336"
"Pathway 10","dummy_gene_10952","dummy_gene_12288"
"Pathway 10","dummy_gene_7214","dummy_gene_4466"
"Pathway 10","dummy_gene_7214","dummy_gene_6173"
"Pathway 10","dummy_gene_7214","dummy_gene_11062"
"Pathway 10","dummy_gene_7214","dummy_gene_18174"
"Pathway 10","dummy_gene_7214","dummy_gene_16778"
"Pathway 10","dummy_gene_7214","dummy_gene_7640"
"Pathway 10","dummy_gene_7214","dummy_gene_3945"
"Pathway 10","dummy_gene_7214","dummy_gene_6788"
"Pathway 10","dummy_gene_7214","dummy_gene_5448"
"Pathway 10","dummy_gene_7214","dummy_gene_13307"
"Pathway 10","dummy_gene_7214","dummy_gene_7344"
"Pathway 10","dummy_gene_7214","dummy_gene_18778"
"Pathway 10","dummy_gene_7214","dummy_gene_14987"
"Pathway 10","dummy_gene_7214","dummy_gene_17182"
"Pathway 10","dummy_gene_7214","dummy_gene_220"
"Pathway 10","dummy_gene_7214","dummy_gene_16752"
"Pathway 10","dummy_gene_7214","dummy_gene_5845"
"Pathway 10","dummy_gene_7214","dummy_gene_5128"
"Pathway 10","dummy_gene_7214","dummy_gene_12058"
"Pathway 10","dummy_gene_7214","dummy_gene_11658"
"Pathway 10","dummy_gene_7214","dummy_gene_10843"
"Pathway 10","dummy_gene_7214","dummy_gene_18864"
"Pathway 10","dummy_gene_7214","dummy_gene_2773"
"Pathway 10","dummy_gene_7214","dummy_gene_5380"
"Pathway 10","dummy_gene_7214","dummy_gene_16445"
"Pathway 10","dummy_gene_7214","dummy_gene_16949"
"Pathway 10","dummy_gene_7214","dummy_gene_3026"
"Pathway 10","dummy_gene_7214","dummy_gene_11411"
"Pathway 10","dummy_gene_7214","dummy_gene_3652"
"Pathway 10","dummy_gene_7214","dummy_gene_16632"
"Pathway 10","dummy_gene_7214","dummy_gene_9452"
"Pathway 10","dummy_gene_7214","dummy_gene_226"
"Pathway 10","dummy_gene_7214","dummy_gene_13354"
"Pathway 10","dummy_gene_7214","dummy_gene_14072"
"Pathway 10","dummy_gene_7214","dummy_gene_2610"
"Pathway 10","dummy_gene_7214","dummy_gene_9982"
"Pathway 10","dummy_gene_7214","dummy_gene_12064"
"Pathway 10","dummy_gene_7214","dummy_gene_5829"
"Pathway 10","dummy_gene_7214","dummy_gene_15158"
"Pathway 10","dummy_gene_7214","dummy_gene_321"
"Pathway 10","dummy_gene_7214","dummy_gene_7783"
"Pathway 10","dummy_gene_7214","dummy_gene_19196"
"Pathway 10","dummy_gene_7214","dummy_gene_18193"
"Pathway 10","dummy_gene_7214","dummy_gene_11758"
"Pathway 10","dummy_gene_7214","dummy_gene_10388"
"Pathway 10","dummy_gene_7214","dummy_gene_140"
"Pathway 10","dummy_gene_7214","dummy_gene_14063"
"Pathway 10","dummy_gene_7214","dummy_gene_6588"
"Pathway 10","dummy_gene_7214","dummy_gene_3396"
"Pathway 10","dummy_gene_7214","dummy_gene_15529"
"Pathway 10","dummy_gene_7214","dummy_gene_3605"
"Pathway 10","dummy_gene_7214","dummy_gene_8503"
"Pathway 10","dummy_gene_7214","dummy_gene_14874"
"Pathway 10","dummy_gene_7214","dummy_gene_13479"
"Pathway 10","dummy_gene_7214","dummy_gene_2511"
"Pathway 10","dummy_gene_7214","dummy_gene_4862"
"Pathway 10","dummy_gene_7214","dummy_gene_11853"
"Pathway 10","dummy_gene_7214","dummy_gene_7127"
"Pathway 10","dummy_gene_7214","dummy_gene_10391"
"Pathway 10","dummy_gene_7214","dummy_gene_18378"
"Pathway 10","dummy_gene_7214","dummy_gene_12357"
"Pathway 10","dummy_gene_7214","dummy_gene_12298"
"Pathway 10","dummy_gene_7214","dummy_gene_13241"
"Pathway 10","dummy_gene_7214","dummy_gene_4599"
"Pathway 10","dummy_gene_7214","dummy_gene_15860"
"Pathway 10","dummy_gene_7214","dummy_gene_19339"
"Pathway 10","dummy_gene_7214","dummy_gene_12484"
"Pathway 10","dummy_gene_7214","dummy_gene_16136"
"Pathway 10","dummy_gene_7214","dummy_gene_11088"
"Pathway 10","dummy_gene_7214","dummy_gene_13080"
"Pathway 10","dummy_gene_7214","dummy_gene_9990"
"Pathway 10","dummy_gene_7214","dummy_gene_18725"
"Pathway 10","dummy_gene_7214","dummy_gene_2417"
"Pathway 10","dummy_gene_7214","dummy_gene_14719"
"Pathway 10","dummy_gene_7214","dummy_gene_2307"
"Pathway 10","dummy_gene_7214","dummy_gene_2451"
"Pathway 10","dummy_gene_7214","dummy_gene_18737"
"Pathway 10","dummy_gene_7214","dummy_gene_19288"
"Pathway 10","dummy_gene_7214","dummy_gene_18847"
"Pathway 10","dummy_gene_7214","dummy_gene_13970"
"Pathway 10","dummy_gene_7214","dummy_gene_9879"
"Pathway 10","dummy_gene_7214","dummy_gene_14710"
"Pathway 10","dummy_gene_7214","dummy_gene_5123"
"Pathway 10","dummy_gene_7214","dummy_gene_11927"
"Pathway 10","dummy_gene_7214","dummy_gene_14264"
"Pathway 10","dummy_gene_7214","dummy_gene_15718"
"Pathway 10","dummy_gene_7214","dummy_gene_19518"
"Pathway 10","dummy_gene_7214","dummy_gene_4335"
"Pathway 10","dummy_gene_7214","dummy_gene_7350"
"Pathway 10","dummy_gene_7214","dummy_gene_3418"
"Pathway 10","dummy_gene_7214","dummy_gene_19939"
"Pathway 10","dummy_gene_7214","dummy_gene_18366"
"Pathway 10","dummy_gene_7214","dummy_gene_2440"
"Pathway 10","dummy_gene_7214","dummy_gene_15921"
"Pathway 10","dummy_gene_7214","dummy_gene_5368"
"Pathway 10","dummy_gene_7214","dummy_gene_13255"
"Pathway 10","dummy_gene_7214","dummy_gene_17174"
"Pathway 10","dummy_gene_7214","dummy_gene_4368"
"Pathway 10","dummy_gene_7214","dummy_gene_11967"
"Pathway 10","dummy_gene_7214","dummy_gene_2318"
"Pathway 10","dummy_gene_7214","dummy_gene_16005"
"Pathway 10","dummy_gene_7214","dummy_gene_6545"
"Pathway 10","dummy_gene_7214","dummy_gene_2792"
"Pathway 10","dummy_gene_7214","dummy_gene_15914"
"Pathway 10","dummy_gene_7214","dummy_gene_10741"
"Pathway 10","dummy_gene_7214","dummy_gene_5226"
"Pathway 10","dummy_gene_7214","dummy_gene_15466"
"Pathway 10","dummy_gene_7214","dummy_gene_6182"
"Pathway 10","dummy_gene_7214","dummy_gene_16156"
"Pathway 10","dummy_gene_7214","dummy_gene_10152"
"Pathway 10","dummy_gene_7214","dummy_gene_15638"
"Pathway 10","dummy_gene_7214","dummy_gene_16571"
"Pathway 10","dummy_gene_7214","dummy_gene_10077"
"Pathway 10","dummy_gene_7214","dummy_gene_78"
"Pathway 10","dummy_gene_7214","dummy_gene_3541"
"Pathway 10","dummy_gene_7214","dummy_gene_15530"
"Pathway 10","dummy_gene_7214","dummy_gene_6351"
"Pathway 10","dummy_gene_7214","dummy_gene_2024"
"Pathway 10","dummy_gene_7214","dummy_gene_8667"
"Pathway 10","dummy_gene_7214","dummy_gene_7370"
"Pathway 10","dummy_gene_7214","dummy_gene_19721"
"Pathway 10","dummy_gene_7214","dummy_gene_14134"
"Pathway 10","dummy_gene_7214","dummy_gene_18518"
"Pathway 10","dummy_gene_7214","dummy_gene_8686"
"Pathway 10","dummy_gene_7214","dummy_gene_18281"
"Pathway 10","dummy_gene_7214","dummy_gene_10890"
"Pathway 10","dummy_gene_7214","dummy_gene_17208"
"Pathway 10","dummy_gene_7214","dummy_gene_14266"
"Pathway 10","dummy_gene_7214","dummy_gene_8727"
"Pathway 10","dummy_gene_7214","dummy_gene_4749"
"Pathway 10","dummy_gene_7214","dummy_gene_19439"
"Pathway 10","dummy_gene_7214","dummy_gene_11636"
"Pathway 10","dummy_gene_7214","dummy_gene_12628"
"Pathway 10","dummy_gene_7214","dummy_gene_2150"
"Pathway 10","dummy_gene_7214","dummy_gene_11692"
"Pathway 10","dummy_gene_7214","dummy_gene_44"
"Pathway 10","dummy_gene_7214","dummy_gene_10608"
"Pathway 10","dummy_gene_7214","dummy_gene_2697"
"Pathway 10","dummy_gene_7214","dummy_gene_11869"
"Pathway 10","dummy_gene_7214","dummy_gene_17618"
"Pathway 10","dummy_gene_7214","dummy_gene_5749"
"Pathway 10","dummy_gene_7214","dummy_gene_14160"
"Pathway 10","dummy_gene_7214","dummy_gene_12458"
"Pathway 10","dummy_gene_7214","dummy_gene_6605"
"Pathway 10","dummy_gene_7214","dummy_gene_6630"
"Pathway 10","dummy_gene_7214","dummy_gene_15184"
"Pathway 10","dummy_gene_7214","dummy_gene_15291"
"Pathway 10","dummy_gene_7214","dummy_gene_3458"
"Pathway 10","dummy_gene_7214","dummy_gene_11966"
"Pathway 10","dummy_gene_7214","dummy_gene_9917"
"Pathway 10","dummy_gene_7214","dummy_gene_19833"
"Pathway 10","dummy_gene_7214","dummy_gene_10467"
"Pathway 10","dummy_gene_7214","dummy_gene_1932"
"Pathway 10","dummy_gene_7214","dummy_gene_10264"
"Pathway 10","dummy_gene_7214","dummy_gene_6807"
"Pathway 10","dummy_gene_7214","dummy_gene_16644"
"Pathway 10","dummy_gene_7214","dummy_gene_4533"
"Pathway 10","dummy_gene_7214","dummy_gene_14558"
"Pathway 10","dummy_gene_7214","dummy_gene_11946"
"Pathway 10","dummy_gene_7214","dummy_gene_16631"
"Pathway 10","dummy_gene_7214","dummy_gene_2315"
"Pathway 10","dummy_gene_7214","dummy_gene_9501"
"Pathway 10","dummy_gene_7214","dummy_gene_6624"
"Pathway 10","dummy_gene_7214","dummy_gene_6379"
"Pathway 10","dummy_gene_7214","dummy_gene_10001"
"Pathway 10","dummy_gene_7214","dummy_gene_16812"
"Pathway 10","dummy_gene_7214","dummy_gene_17683"
"Pathway 10","dummy_gene_7214","dummy_gene_13439"
"Pathway 10","dummy_gene_7214","dummy_gene_12875"
"Pathway 10","dummy_gene_7214","dummy_gene_10122"
"Pathway 10","dummy_gene_7214","dummy_gene_8260"
"Pathway 10","dummy_gene_7214","dummy_gene_5148"
"Pathway 10","dummy_gene_7214","dummy_gene_1454"
"Pathway 10","dummy_gene_7214","dummy_gene_17678"
"Pathway 10","dummy_gene_7214","dummy_gene_17974"
"Pathway 10","dummy_gene_7214","dummy_gene_3883"
"Pathway 10","dummy_gene_7214","dummy_gene_4877"
"Pathway 10","dummy_gene_7214","dummy_gene_11800"
"Pathway 10","dummy_gene_7214","dummy_gene_9620"
"Pathway 10","dummy_gene_7214","dummy_gene_6864"
"Pathway 10","dummy_gene_7214","dummy_gene_17859"
"Pathway 10","dummy_gene_7214","dummy_gene_15459"
"Pathway 10","dummy_gene_7214","dummy_gene_1836"
"Pathway 10","dummy_gene_7214","dummy_gene_9658"
"Pathway 10","dummy_gene_7214","dummy_gene_12812"
"Pathway 10","dummy_gene_7214","dummy_gene_15681"
"Pathway 10","dummy_gene_7214","dummy_gene_13329"
"Pathway 10","dummy_gene_7214","dummy_gene_9283"
"Pathway 10","dummy_gene_7214","dummy_gene_13883"
"Pathway 10","dummy_gene_7214","dummy_gene_11627"
"Pathway 10","dummy_gene_7214","dummy_gene_19071"
"Pathway 10","dummy_gene_7214","dummy_gene_19044"
"Pathway 10","dummy_gene_7214","dummy_gene_10336"
"Pathway 10","dummy_gene_7214","dummy_gene_12288"
"Pathway 10","dummy_gene_14730","dummy_gene_4466"
"Pathway 10","dummy_gene_14730","dummy_gene_6173"
"Pathway 10","dummy_gene_14730","dummy_gene_11062"
"Pathway 10","dummy_gene_14730","dummy_gene_18174"
"Pathway 10","dummy_gene_14730","dummy_gene_16778"
"Pathway 10","dummy_gene_14730","dummy_gene_7640"
"Pathway 10","dummy_gene_14730","dummy_gene_3945"
"Pathway 10","dummy_gene_14730","dummy_gene_6788"
"Pathway 10","dummy_gene_14730","dummy_gene_5448"
"Pathway 10","dummy_gene_14730","dummy_gene_13307"
"Pathway 10","dummy_gene_14730","dummy_gene_7344"
"Pathway 10","dummy_gene_14730","dummy_gene_18778"
"Pathway 10","dummy_gene_14730","dummy_gene_14987"
"Pathway 10","dummy_gene_14730","dummy_gene_17182"
"Pathway 10","dummy_gene_14730","dummy_gene_220"
"Pathway 10","dummy_gene_14730","dummy_gene_16752"
"Pathway 10","dummy_gene_14730","dummy_gene_5845"
"Pathway 10","dummy_gene_14730","dummy_gene_5128"
"Pathway 10","dummy_gene_14730","dummy_gene_12058"
"Pathway 10","dummy_gene_14730","dummy_gene_11658"
"Pathway 10","dummy_gene_14730","dummy_gene_10843"
"Pathway 10","dummy_gene_14730","dummy_gene_18864"
"Pathway 10","dummy_gene_14730","dummy_gene_2773"
"Pathway 10","dummy_gene_14730","dummy_gene_5380"
"Pathway 10","dummy_gene_14730","dummy_gene_16445"
"Pathway 10","dummy_gene_14730","dummy_gene_16949"
"Pathway 10","dummy_gene_14730","dummy_gene_3026"
"Pathway 10","dummy_gene_14730","dummy_gene_11411"
"Pathway 10","dummy_gene_14730","dummy_gene_3652"
"Pathway 10","dummy_gene_14730","dummy_gene_16632"
"Pathway 10","dummy_gene_14730","dummy_gene_9452"
"Pathway 10","dummy_gene_14730","dummy_gene_226"
"Pathway 10","dummy_gene_14730","dummy_gene_13354"
"Pathway 10","dummy_gene_14730","dummy_gene_14072"
"Pathway 10","dummy_gene_14730","dummy_gene_2610"
"Pathway 10","dummy_gene_14730","dummy_gene_9982"
"Pathway 10","dummy_gene_14730","dummy_gene_12064"
"Pathway 10","dummy_gene_14730","dummy_gene_5829"
"Pathway 10","dummy_gene_14730","dummy_gene_15158"
"Pathway 10","dummy_gene_14730","dummy_gene_321"
"Pathway 10","dummy_gene_14730","dummy_gene_7783"
"Pathway 10","dummy_gene_14730","dummy_gene_19196"
"Pathway 10","dummy_gene_14730","dummy_gene_18193"
"Pathway 10","dummy_gene_14730","dummy_gene_11758"
"Pathway 10","dummy_gene_14730","dummy_gene_10388"
"Pathway 10","dummy_gene_14730","dummy_gene_140"
"Pathway 10","dummy_gene_14730","dummy_gene_14063"
"Pathway 10","dummy_gene_14730","dummy_gene_6588"
"Pathway 10","dummy_gene_14730","dummy_gene_3396"
"Pathway 10","dummy_gene_14730","dummy_gene_15529"
"Pathway 10","dummy_gene_14730","dummy_gene_3605"
"Pathway 10","dummy_gene_14730","dummy_gene_8503"
"Pathway 10","dummy_gene_14730","dummy_gene_14874"
"Pathway 10","dummy_gene_14730","dummy_gene_13479"
"Pathway 10","dummy_gene_14730","dummy_gene_2511"
"Pathway 10","dummy_gene_14730","dummy_gene_4862"
"Pathway 10","dummy_gene_14730","dummy_gene_11853"
"Pathway 10","dummy_gene_14730","dummy_gene_7127"
"Pathway 10","dummy_gene_14730","dummy_gene_10391"
"Pathway 10","dummy_gene_14730","dummy_gene_18378"
"Pathway 10","dummy_gene_14730","dummy_gene_12357"
"Pathway 10","dummy_gene_14730","dummy_gene_12298"
"Pathway 10","dummy_gene_14730","dummy_gene_13241"
"Pathway 10","dummy_gene_14730","dummy_gene_4599"
"Pathway 10","dummy_gene_14730","dummy_gene_15860"
"Pathway 10","dummy_gene_14730","dummy_gene_19339"
"Pathway 10","dummy_gene_14730","dummy_gene_12484"
"Pathway 10","dummy_gene_14730","dummy_gene_16136"
"Pathway 10","dummy_gene_14730","dummy_gene_11088"
"Pathway 10","dummy_gene_14730","dummy_gene_13080"
"Pathway 10","dummy_gene_14730","dummy_gene_9990"
"Pathway 10","dummy_gene_14730","dummy_gene_18725"
"Pathway 10","dummy_gene_14730","dummy_gene_2417"
"Pathway 10","dummy_gene_14730","dummy_gene_14719"
"Pathway 10","dummy_gene_14730","dummy_gene_2307"
"Pathway 10","dummy_gene_14730","dummy_gene_2451"
"Pathway 10","dummy_gene_14730","dummy_gene_18737"
"Pathway 10","dummy_gene_14730","dummy_gene_19288"
"Pathway 10","dummy_gene_14730","dummy_gene_18847"
"Pathway 10","dummy_gene_14730","dummy_gene_13970"
"Pathway 10","dummy_gene_14730","dummy_gene_9879"
"Pathway 10","dummy_gene_14730","dummy_gene_14710"
"Pathway 10","dummy_gene_14730","dummy_gene_5123"
"Pathway 10","dummy_gene_14730","dummy_gene_11927"
"Pathway 10","dummy_gene_14730","dummy_gene_14264"
"Pathway 10","dummy_gene_14730","dummy_gene_15718"
"Pathway 10","dummy_gene_14730","dummy_gene_19518"
"Pathway 10","dummy_gene_14730","dummy_gene_4335"
"Pathway 10","dummy_gene_14730","dummy_gene_7350"
"Pathway 10","dummy_gene_14730","dummy_gene_3418"
"Pathway 10","dummy_gene_14730","dummy_gene_19939"
"Pathway 10","dummy_gene_14730","dummy_gene_18366"
"Pathway 10","dummy_gene_14730","dummy_gene_2440"
"Pathway 10","dummy_gene_14730","dummy_gene_15921"
"Pathway 10","dummy_gene_14730","dummy_gene_5368"
"Pathway 10","dummy_gene_14730","dummy_gene_13255"
"Pathway 10","dummy_gene_14730","dummy_gene_17174"
"Pathway 10","dummy_gene_14730","dummy_gene_4368"
"Pathway 10","dummy_gene_14730","dummy_gene_11967"
"Pathway 10","dummy_gene_14730","dummy_gene_2318"
"Pathway 10","dummy_gene_14730","dummy_gene_16005"
"Pathway 10","dummy_gene_14730","dummy_gene_6545"
